scenario_id,chore,roommate,wtp_dollars,bid_dollars,grid_wtp,grid_bid,fine_demand_grid_wtp
142,clean_bathrooms,3,16.19,82.44,15.0,45.0,15.0
143,trash_recycling,1,45.22,23.4,45.0,30.0,45.0
143,trash_recycling,2,22.14,12.81,15.0,15.0,22.5
143,trash_recycling,3,23.96,13.07,30.0,15.0,22.5
144,put_away_dishes,1,39.71,12.78,45.0,15.0,37.5
144,put_away_dishes,2,16.72,14.9,15.0,15.0,15.0
144,put_away_dishes,3,11.66,14.35,15.0,15.0,15.0
145,put_away_dishes,1,38.88,19.73,45.0,15.0,37.5
145,put_away_dishes,2,16.52,9.6,15.0,15.0,15.0
145,put_away_dishes,3,17.77,18.92,15.0,15.0,15.0
146,kitchen_surfaces,1,18.26,13.93,15.0,15.0,15.0
146,kitchen_surfaces,2,8.51,9.63,15.0,15.0,7.5
146,kitchen_surfaces,3,8.78,14.07,15.0,15.0,7.5
147,clean_sink,1,5.68,2.98,0.0,0.0,7.5
147,clean_sink,2,2.86,2.75,0.0,0.0,0.0
147,clean_sink,3,3.35,3.58,0.0,0.0,0.0
148,vacuum_downstairs,1,12.07,16.86,15.0,15.0,15.0
148,vacuum_downstairs,2,7.45,14.69,0.0,15.0,7.5
148,vacuum_downstairs,3,8.51,15.73,15.0,15.0,7.5
149,clean_sink,1,9.37,6.22,15.0,0.0,7.5
149,clean_sink,2,3.56,4.11,0.0,0.0,0.0
149,clean_sink,3,4.33,3.55,0.0,0.0,7.5
150,put_away_dishes,1,33.22,22.69,30.0,30.0,30.0
150,put_away_dishes,2,17.97,12.61,15.0,15.0,15.0
150,put_away_dishes,3,16.55,16.3,15.0,15.0,15.0
151,kitchen_surfaces,1,17.23,20.57,15.0,15.0,15.0
151,kitchen_surfaces,2,8.17,8.96,15.0,15.0,7.5
151,kitchen_surfaces,3,10.63,9.6,15.0,15.0,7.5
152,clean_sink,1,7.39,4.8,0.0,0.0,7.5
152,clean_sink,2,3.95,3.58,0.0,0.0,7.5
152,clean_sink,3,4.92,4.9,0.0,0.0,7.5
153,put_away_dishes,1,27.12,18.48,30.0,15.0,30.0
153,put_away_dishes,2,13.74,16.09,15.0,15.0,15.0
153,put_away_dishes,3,17.35,13.55,15.0,15.0,15.0
154,trash_recycling,1,36.69,18.05,30.0,15.0,37.5
154,trash_recycling,2,23.65,13.5,30.0,15.0,22.5
154,trash_recycling,3,24.93,11.44,30.0,15.0,22.5
155,trash_recycling,1,38.29,16.88,45.0,15.0,37.5
155,trash_recycling,2,25.12,14.13,30.0,15.0,22.5
155,trash_recycling,3,27.99,18.37,30.0,15.0,30.0
156,trash_recycling,1,41.84,16.25,45.0,15.0,45.0
156,trash_recycling,2,21.09,13.31,15.0,15.0,22.5
156,trash_recycling,3,23.39,18.16,30.0,15.0,22.5
157,vacuum_downstairs,1,11.25,19.01,15.0,15.0,7.5
157,vacuum_downstairs,2,6.8,14.62,0.0,15.0,7.5
157,vacuum_downstairs,3,8.17,14.89,15.0,15.0,7.5
158,put_away_dishes,1,29.09,15.79,30.0,15.0,30.0
158,put_away_dishes,2,13.27,11.4,15.0,15.0,15.0
158,put_away_dishes,3,17.22,11.57,15.0,15.0,15.0
159,kitchen_surfaces,1,18.36,12.54,15.0,15.0,15.0
159,kitchen_surfaces,2,8.52,9.95,15.0,15.0,7.5
159,kitchen_surfaces,3,9.33,14.09,15.0,15.0,7.5
160,put_away_dishes,1,34.76,14.22,30.0,15.0,37.5
160,put_away_dishes,2,14.57,11.82,15.0,15.0,15.0
160,put_away_dishes,3,16.3,20.56,15.0,15.0,15.0
161,clean_sink,1,10.82,4.2,15.0,0.0,7.5
161,clean_sink,2,3.83,5.23,0.0,0.0,7.5
161,clean_sink,3,5.6,4.35,0.0,0.0,7.5
162,put_away_dishes,1,30.24,14.61,30.0,15.0,30.0
162,put_away_dishes,2,17.51,15.81,15.0,15.0,15.0
162,put_away_dishes,3,14.31,18.17,15.0,15.0,15.0
163,put_away_dishes,1,25.25,16.91,30.0,15.0,22.5
163,put_away_dishes,2,15.41,14.78,15.0,15.0,15.0
163,put_away_dishes,3,14.81,12.99,15.0,15.0,15.0
164,put_away_dishes,1,33.65,16.53,30.0,15.0,30.0
164,put_away_dishes,2,12.2,18.02,15.0,15.0,15.0
164,put_away_dishes,3,23.65,14.47,30.0,15.0,22.5
165,put_away_dishes,1,29.07,11.83,30.0,15.0,30.0
165,put_away_dishes,2,13.87,16.24,15.0,15.0,15.0
165,put_away_dishes,3,17.3,14.63,15.0,15.0,15.0
166,clean_microwave,1,10.3,9.0,15.0,15.0,7.5
166,clean_microwave,2,3.27,6.18,0.0,0.0,0.0
166,clean_microwave,3,2.95,5.76,0.0,0.0,0.0
167,put_away_dishes,1,28.08,20.8,30.0,15.0,30.0
167,put_away_dishes,2,16.73,11.35,15.0,15.0,15.0
167,put_away_dishes,3,12.94,10.86,15.0,15.0,15.0
168,trash_recycling,1,45.42,17.08,45.0,15.0,45.0
168,trash_recycling,2,29.77,18.75,30.0,15.0,30.0
168,trash_recycling,3,20.14,17.48,15.0,15.0,22.5
169,clean_sink,1,7.82,5.41,15.0,0.0,7.5
169,clean_sink,2,4.16,3.49,0.0,0.0,7.5
169,clean_sink,3,4.41,4.56,0.0,0.0,7.5
170,vacuum_downstairs,1,16.5,14.02,15.0,15.0,15.0
170,vacuum_downstairs,2,8.72,18.15,15.0,15.0,7.5
170,vacuum_downstairs,3,8.91,14.96,15.0,15.0,7.5
171,trash_recycling,1,45.11,15.54,45.0,15.0,45.0
171,trash_recycling,2,25.43,15.04,30.0,15.0,22.5
171,trash_recycling,3,17.66,15.18,15.0,15.0,15.0
172,kitchen_surfaces,1,14.88,11.93,15.0,15.0,15.0
172,kitchen_surfaces,2,10.49,8.79,15.0,15.0,7.5
172,kitchen_surfaces,3,8.86,14.16,15.0,15.0,7.5
173,put_away_dishes,1,33.62,10.59,30.0,15.0,30.0
173,put_away_dishes,2,18.76,14.7,15.0,15.0,22.5
173,put_away_dishes,3,18.44,18.51,15.0,15.0,15.0
174,clean_microwave,1,6.92,6.74,0.0,0.0,7.5
174,clean_microwave,2,3.82,7.32,0.0,0.0,7.5
174,clean_microwave,3,5.08,8.68,0.0,15.0,7.5
175,trash_recycling,1,43.82,17.48,45.0,15.0,45.0
175,trash_recycling,2,27.54,16.83,30.0,15.0,30.0
175,trash_recycling,3,24.82,17.35,30.0,15.0,22.5
176,kitchen_surfaces,1,22.07,12.81,15.0,15.0,22.5
176,kitchen_surfaces,2,6.45,7.33,0.0,0.0,7.5
176,kitchen_surfaces,3,10.26,13.17,15.0,15.0,7.5
177,put_away_dishes,1,29.63,14.88,30.0,15.0,30.0
177,put_away_dishes,2,14.13,13.31,15.0,15.0,15.0
177,put_away_dishes,3,13.24,17.9,15.0,15.0,15.0
178,clean_sink,1,5.68,4.82,0.0,0.0,7.5
178,clean_sink,2,3.96,2.67,0.0,0.0,7.5
178,clean_sink,3,3.99,3.37,0.0,0.0,7.5
179,put_away_dishes,1,29.6,14.0,30.0,15.0,30.0
179,put_away_dishes,2,20.62,19.05,15.0,15.0,22.5
179,put_away_dishes,3,22.71,26.63,30.0,30.0,22.5
180,trash_recycling,1,50.07,14.22,45.0,15.0,45.0
180,trash_recycling,2,19.09,10.36,15.0,15.0,22.5
180,trash_recycling,3,19.85,14.95,15.0,15.0,22.5
181,kitchen_surfaces,1,16.83,17.49,15.0,15.0,15.0
181,kitchen_surfaces,2,8.85,13.29,15.0,15.0,7.5
181,kitchen_surfaces,3,9.99,13.14,15.0,15.0,7.5
182,vacuum_downstairs,1,13.22,15.91,15.0,15.0,15.0
182,vacuum_downstairs,2,8.24,12.07,15.0,15.0,7.5
182,vacuum_downstairs,3,7.46,18.65,0.0,15.0,7.5
183,trash_recycling,1,45.9,20.91,45.0,15.0,45.0
183,trash_recycling,2,21.79,21.06,15.0,15.0,22.5
183,trash_recycling,3,28.09,21.86,30.0,15.0,30.0
184,vacuum_downstairs,1,14.14,18.58,15.0,15.0,15.0
184,vacuum_downstairs,2,6.79,15.97,0.0,15.0,7.5
184,vacuum_downstairs,3,7.04,16.16,0.0,15.0,7.5
185,vacuum_downstairs,1,19.66,15.75,15.0,15.0,22.5
185,vacuum_downstairs,2,7.42,15.09,0.0,15.0,7.5
185,vacuum_downstairs,3,8.6,14.23,15.0,15.0,7.5
186,clean_bathrooms,1,20.25,60.62,15.0,45.0,22.5
186,clean_bathrooms,2,12.79,57.93,15.0,45.0,15.0
186,clean_bathrooms,3,21.97,80.11,15.0,45.0,22.5
187,vacuum_downstairs,1,11.8,19.69,15.0,15.0,15.0
187,vacuum_downstairs,2,7.74,15.64,15.0,15.0,7.5
187,vacuum_downstairs,3,6.79,14.34,0.0,15.0,7.5
188,trash_recycling,1,57.9,18.39,45.0,15.0,45.0
188,trash_recycling,2,20.35,16.46,15.0,15.0,22.5
188,trash_recycling,3,27.9,12.59,30.0,15.0,30.0
189,kitchen_surfaces,1,18.13,14.67,15.0,15.0,15.0
189,kitchen_surfaces,2,10.12,9.14,15.0,15.0,7.5
189,kitchen_surfaces,3,11.96,11.55,15.0,15.0,15.0
190,trash_recycling,1,37.0,20.69,30.0,15.0,37.5
190,trash_recycling,2,23.11,12.73,30.0,15.0,22.5
190,trash_recycling,3,20.0,13.5,15.0,15.0,22.5
191,put_away_dishes,1,31.11,16.27,30.0,15.0,30.0
191,put_away_dishes,2,18.99,14.03,15.0,15.0,22.5
191,put_away_dishes,3,14.04,17.58,15.0,15.0,15.0
192,clean_sink,1,7.22,3.85,0.0,0.0,7.5
192,clean_sink,2,3.74,4.24,0.0,0.0,0.0
192,clean_sink,3,3.05,2.43,0.0,0.0,0.0
193,kitchen_surfaces,1,21.61,13.01,15.0,15.0,22.5
193,kitchen_surfaces,2,8.47,12.12,15.0,15.0,7.5
193,kitchen_surfaces,3,7.32,11.07,0.0,15.0,7.5
194,trash_recycling,1,54.76,18.76,45.0,15.0,45.0
194,trash_recycling,2,22.06,14.48,15.0,15.0,22.5
194,trash_recycling,3,29.97,23.39,30.0,30.0,30.0
195,vacuum_downstairs,1,15.09,21.99,15.0,15.0,15.0
195,vacuum_downstairs,2,9.69,17.0,15.0,15.0,7.5
195,vacuum_downstairs,3,7.79,15.53,15.0,15.0,7.5
196,vacuum_downstairs,1,17.54,14.86,15.0,15.0,15.0
196,vacuum_downstairs,2,6.49,13.98,0.0,15.0,7.5
196,vacuum_downstairs,3,6.23,18.42,0.0,15.0,7.5
197,clean_sink,1,6.88,4.06,0.0,0.0,7.5
197,clean_sink,2,4.17,2.48,0.0,0.0,7.5
197,clean_sink,3,4.6,4.23,0.0,0.0,7.5
198,trash_recycling,1,43.11,17.78,45.0,15.0,45.0
198,trash_recycling,2,28.2,18.81,30.0,15.0,30.0
198,trash_recycling,3,27.65,17.69,30.0,15.0,30.0
199,trash_recycling,1,58.08,17.7,45.0,15.0,45.0
199,trash_recycling,2,15.03,13.36,15.0,15.0,15.0
199,trash_recycling,3,25.63,13.17,30.0,15.0,22.5
200,clean_sink,1,9.3,5.04,15.0,0.0,7.5
200,clean_sink,2,4.03,2.67,0.0,0.0,7.5
200,clean_sink,3,3.52,3.78,0.0,0.0,0.0
201,clean_bathrooms,1,22.22,83.27,15.0,45.0,22.5
201,clean_bathrooms,2,13.61,40.23,15.0,45.0,15.0
201,clean_bathrooms,3,10.24,43.05,15.0,45.0,7.5
202,clean_sink,1,7.76,4.51,15.0,0.0,7.5
202,clean_sink,2,3.42,3.2,0.0,0.0,0.0
202,clean_sink,3,4.04,3.42,0.0,0.0,7.5
203,clean_bathrooms,1,25.28,61.47,30.0,45.0,22.5
203,clean_bathrooms,2,12.07,51.36,15.0,45.0,15.0
203,clean_bathrooms,3,20.25,79.68,15.0,45.0,22.5
204,trash_recycling,1,39.86,10.67,45.0,15.0,37.5
204,trash_recycling,2,29.36,13.08,30.0,15.0,30.0
204,trash_recycling,3,22.3,15.42,15.0,15.0,22.5
205,put_away_dishes,1,32.79,17.23,30.0,15.0,30.0
205,put_away_dishes,2,15.01,12.51,15.0,15.0,15.0
205,put_away_dishes,3,12.28,12.27,15.0,15.0,15.0
206,vacuum_downstairs,1,16.9,16.58,15.0,15.0,15.0
206,vacuum_downstairs,2,8.69,15.27,15.0,15.0,7.5
206,vacuum_downstairs,3,7.65,13.08,15.0,15.0,7.5
207,trash_recycling,1,39.22,15.27,45.0,15.0,37.5
207,trash_recycling,2,29.2,11.81,30.0,15.0,30.0
207,trash_recycling,3,23.87,14.74,30.0,15.0,22.5
208,put_away_dishes,1,44.33,14.54,45.0,15.0,45.0
208,put_away_dishes,2,14.9,12.5,15.0,15.0,15.0
208,put_away_dishes,3,20.18,14.66,15.0,15.0,22.5
209,trash_recycling,1,41.72,18.01,45.0,15.0,45.0
209,trash_recycling,2,20.71,9.54,15.0,15.0,22.5
209,trash_recycling,3,35.76,15.63,30.0,15.0,37.5
210,vacuum_downstairs,1,14.9,15.28,15.0,15.0,15.0
210,vacuum_downstairs,2,9.64,11.74,15.0,15.0,7.5
210,vacuum_downstairs,3,8.68,12.16,15.0,15.0,7.5
211,kitchen_surfaces,1,20.77,15.05,15.0,15.0,22.5
211,kitchen_surfaces,2,10.89,8.93,15.0,15.0,7.5
211,kitchen_surfaces,3,12.13,10.65,15.0,15.0,15.0
212,trash_recycling,1,39.75,21.18,45.0,15.0,37.5
212,trash_recycling,2,27.07,16.41,30.0,15.0,30.0
212,trash_recycling,3,28.41,22.31,30.0,15.0,30.0
213,put_away_dishes,1,35.39,14.56,30.0,15.0,37.5
213,put_away_dishes,2,15.11,18.12,15.0,15.0,15.0
213,put_away_dishes,3,16.87,13.9,15.0,15.0,15.0
214,put_away_dishes,1,36.58,22.95,30.0,30.0,37.5
214,put_away_dishes,2,14.76,12.04,15.0,15.0,15.0
214,put_away_dishes,3,14.58,13.01,15.0,15.0,15.0
215,kitchen_surfaces,1,16.83,11.83,15.0,15.0,15.0
215,kitchen_surfaces,2,9.47,13.2,15.0,15.0,7.5
215,kitchen_surfaces,3,9.33,13.04,15.0,15.0,7.5
216,trash_recycling,1,38.76,22.81,45.0,30.0,37.5
216,trash_recycling,2,28.25,18.83,30.0,15.0,30.0
216,trash_recycling,3,19.85,11.64,15.0,15.0,22.5
217,kitchen_surfaces,1,13.04,10.8,15.0,15.0,15.0
217,kitchen_surfaces,2,10.31,10.89,15.0,15.0,7.5
217,kitchen_surfaces,3,8.62,9.44,15.0,15.0,7.5
218,put_away_dishes,1,35.83,23.17,30.0,30.0,37.5
218,put_away_dishes,2,16.87,21.36,15.0,15.0,15.0
218,put_away_dishes,3,13.92,20.96,15.0,15.0,15.0
219,put_away_dishes,1,32.11,11.7,30.0,15.0,30.0
219,put_away_dishes,2,22.88,15.39,30.0,15.0,22.5
219,put_away_dishes,3,18.81,12.26,15.0,15.0,22.5
220,clean_sink,1,7.88,4.76,15.0,0.0,7.5
220,clean_sink,2,3.44,1.96,0.0,0.0,0.0
220,clean_sink,3,5.93,4.65,0.0,0.0,7.5
221,trash_recycling,1,64.48,20.44,45.0,15.0,45.0
221,trash_recycling,2,32.92,12.02,30.0,15.0,30.0
221,trash_recycling,3,25.43,17.79,30.0,15.0,22.5
222,clean_microwave,1,7.33,8.06,0.0,15.0,7.5
222,clean_microwave,2,4.28,7.05,0.0,0.0,7.5
222,clean_microwave,3,4.22,8.61,0.0,15.0,7.5
223,put_away_dishes,1,35.83,20.08,30.0,15.0,37.5
223,put_away_dishes,2,18.98,27.09,15.0,30.0,22.5
223,put_away_dishes,3,23.25,16.9,30.0,15.0,22.5
224,trash_recycling,1,42.25,21.26,45.0,15.0,45.0
224,trash_recycling,2,26.58,13.69,30.0,15.0,30.0
224,trash_recycling,3,35.1,20.41,30.0,15.0,37.5
225,clean_microwave,1,7.64,9.79,15.0,15.0,7.5
225,clean_microwave,2,2.93,5.46,0.0,0.0,0.0
225,clean_microwave,3,3.13,7.09,0.0,0.0,0.0
226,trash_recycling,1,43.72,13.03,45.0,15.0,45.0
226,trash_recycling,2,25.64,18.7,30.0,15.0,22.5
226,trash_recycling,3,25.39,15.99,30.0,15.0,22.5
227,clean_bathrooms,1,32.64,87.08,30.0,45.0,30.0
227,clean_bathrooms,2,14.63,75.83,15.0,45.0,15.0
227,clean_bathrooms,3,20.68,56.36,15.0,45.0,22.5
228,clean_bathrooms,1,26.41,67.42,30.0,45.0,30.0
228,clean_bathrooms,2,18.73,52.6,15.0,45.0,15.0
228,clean_bathrooms,3,16.15,71.45,15.0,45.0,15.0
229,put_away_dishes,1,24.67,16.59,30.0,15.0,22.5
229,put_away_dishes,2,17.32,20.13,15.0,15.0,15.0
229,put_away_dishes,3,21.04,20.31,15.0,15.0,22.5
230,clean_bathrooms,1,30.23,87.67,30.0,45.0,30.0
230,clean_bathrooms,2,14.35,51.45,15.0,45.0,15.0
230,clean_bathrooms,3,12.9,82.31,15.0,45.0,15.0
231,kitchen_surfaces,1,14.89,9.1,15.0,15.0,15.0
231,kitchen_surfaces,2,9.39,11.33,15.0,15.0,7.5
231,kitchen_surfaces,3,10.95,12.45,15.0,15.0,7.5
232,kitchen_surfaces,1,20.94,12.96,15.0,15.0,22.5
232,kitchen_surfaces,2,7.98,8.48,15.0,15.0,7.5
232,kitchen_surfaces,3,10.9,13.97,15.0,15.0,7.5
233,clean_microwave,1,9.94,7.24,15.0,0.0,7.5
233,clean_microwave,2,4.53,6.73,0.0,0.0,7.5
233,clean_microwave,3,3.37,4.5,0.0,0.0,0.0
234,kitchen_surfaces,1,16.35,10.96,15.0,15.0,15.0
234,kitchen_surfaces,2,7.75,8.12,15.0,15.0,7.5
234,kitchen_surfaces,3,10.58,13.09,15.0,15.0,7.5
235,clean_bathrooms,1,27.36,78.5,30.0,45.0,30.0
235,clean_bathrooms,2,13.81,56.32,15.0,45.0,15.0
235,clean_bathrooms,3,16.31,61.58,15.0,45.0,15.0
236,vacuum_downstairs,1,11.66,19.55,15.0,15.0,15.0
236,vacuum_downstairs,2,7.91,12.49,15.0,15.0,7.5
236,vacuum_downstairs,3,7.71,13.81,15.0,15.0,7.5
237,trash_recycling,1,56.35,17.12,45.0,15.0,45.0
237,trash_recycling,2,27.01,14.81,30.0,15.0,30.0
237,trash_recycling,3,21.24,17.03,15.0,15.0,22.5
238,put_away_dishes,1,30.52,17.17,30.0,15.0,30.0
238,put_away_dishes,2,18.48,14.68,15.0,15.0,15.0
238,put_away_dishes,3,15.95,15.44,15.0,15.0,15.0
239,trash_recycling,1,56.19,19.22,45.0,15.0,45.0
239,trash_recycling,2,17.08,16.38,15.0,15.0,15.0
239,trash_recycling,3,17.48,12.62,15.0,15.0,15.0
240,trash_recycling,1,55.8,15.56,45.0,15.0,45.0
240,trash_recycling,2,19.58,10.12,15.0,15.0,22.5
240,trash_recycling,3,24.93,13.21,30.0,15.0,22.5
241,trash_recycling,1,45.11,21.19,45.0,15.0,45.0
241,trash_recycling,2,20.19,10.4,15.0,15.0,22.5
241,trash_recycling,3,25.99,18.46,30.0,15.0,22.5
242,trash_recycling,1,34.69,15.0,30.0,15.0,37.5
242,trash_recycling,2,23.32,21.62,30.0,15.0,22.5
242,trash_recycling,3,27.92,27.39,30.0,30.0,30.0
243,put_away_dishes,1,30.14,14.72,30.0,15.0,30.0
243,put_away_dishes,2,18.13,16.87,15.0,15.0,15.0
243,put_away_dishes,3,25.83,22.36,30.0,15.0,22.5
244,trash_recycling,1,59.32,24.04,45.0,30.0,45.0
244,trash_recycling,2,16.72,14.68,15.0,15.0,15.0
244,trash_recycling,3,16.25,11.38,15.0,15.0,15.0
245,clean_microwave,1,8.44,13.04,15.0,15.0,7.5
245,clean_microwave,2,4.21,8.12,0.0,15.0,7.5
245,clean_microwave,3,4.41,7.3,0.0,0.0,7.5
246,trash_recycling,1,48.81,22.47,45.0,15.0,45.0
246,trash_recycling,2,29.51,17.3,30.0,15.0,30.0
246,trash_recycling,3,33.31,23.05,30.0,30.0,30.0
247,put_away_dishes,1,29.51,18.32,30.0,15.0,30.0
247,put_away_dishes,2,12.61,12.0,15.0,15.0,15.0
247,put_away_dishes,3,16.58,15.04,15.0,15.0,15.0
248,put_away_dishes,1,35.73,18.29,30.0,15.0,37.5
248,put_away_dishes,2,19.16,10.29,15.0,15.0,22.5
248,put_away_dishes,3,15.65,14.62,15.0,15.0,15.0
249,vacuum_downstairs,1,14.51,14.79,15.0,15.0,15.0
249,vacuum_downstairs,2,5.57,11.29,0.0,15.0,7.5
249,vacuum_downstairs,3,9.24,15.36,15.0,15.0,7.5
250,trash_recycling,1,35.59,17.18,30.0,15.0,37.5
250,trash_recycling,2,20.94,18.83,15.0,15.0,22.5
250,trash_recycling,3,19.66,10.93,15.0,15.0,22.5
251,clean_sink,1,9.11,4.16,15.0,0.0,7.5
251,clean_sink,2,2.9,3.04,0.0,0.0,0.0
251,clean_sink,3,3.21,4.53,0.0,0.0,0.0
252,clean_microwave,1,8.1,8.16,15.0,15.0,7.5
252,clean_microwave,2,2.7,4.46,0.0,0.0,0.0
252,clean_microwave,3,3.29,6.93,0.0,0.0,0.0
253,vacuum_downstairs,1,11.89,14.14,15.0,15.0,15.0
253,vacuum_downstairs,2,6.45,12.3,0.0,15.0,7.5
253,vacuum_downstairs,3,8.5,22.45,15.0,15.0,7.5
254,put_away_dishes,1,34.09,19.97,30.0,15.0,37.5
254,put_away_dishes,2,17.92,14.5,15.0,15.0,15.0
254,put_away_dishes,3,13.81,15.35,15.0,15.0,15.0
255,kitchen_surfaces,1,28.07,14.99,30.0,15.0,30.0
255,kitchen_surfaces,2,9.57,9.46,15.0,15.0,7.5
255,kitchen_surfaces,3,11.76,12.76,15.0,15.0,15.0
256,trash_recycling,1,35.7,14.91,30.0,15.0,37.5
256,trash_recycling,2,22.49,15.28,15.0,15.0,22.5
256,trash_recycling,3,25.16,12.75,30.0,15.0,22.5
257,put_away_dishes,1,24.34,14.06,30.0,15.0,22.5
257,put_away_dishes,2,16.3,16.62,15.0,15.0,15.0
257,put_away_dishes,3,16.18,14.59,15.0,15.0,15.0
258,put_away_dishes,1,43.15,13.86,45.0,15.0,45.0
258,put_away_dishes,2,12.74,10.78,15.0,15.0,15.0
258,put_away_dishes,3,16.05,14.73,15.0,15.0,15.0
259,clean_sink,1,6.72,3.31,0.0,0.0,7.5
259,clean_sink,2,3.73,2.62,0.0,0.0,0.0
259,clean_sink,3,4.27,2.84,0.0,0.0,7.5
260,put_away_dishes,1,31.83,14.78,30.0,15.0,30.0
260,put_away_dishes,2,14.2,12.34,15.0,15.0,15.0
260,put_away_dishes,3,19.23,15.57,15.0,15.0,22.5
261,trash_recycling,1,52.99,16.49,45.0,15.0,45.0
261,trash_recycling,2,33.23,16.54,30.0,15.0,30.0
261,trash_recycling,3,26.71,16.1,30.0,15.0,30.0
262,kitchen_surfaces,1,17.42,11.66,15.0,15.0,15.0
262,kitchen_surfaces,2,9.87,12.43,15.0,15.0,7.5
262,kitchen_surfaces,3,9.45,18.36,15.0,15.0,7.5
263,kitchen_surfaces,1,16.7,9.78,15.0,15.0,15.0
263,kitchen_surfaces,2,10.89,12.16,15.0,15.0,7.5
263,kitchen_surfaces,3,10.1,9.87,15.0,15.0,7.5
264,kitchen_surfaces,1,15.26,13.06,15.0,15.0,15.0
264,kitchen_surfaces,2,9.75,10.84,15.0,15.0,7.5
264,kitchen_surfaces,3,9.19,15.76,15.0,15.0,7.5
265,vacuum_downstairs,1,12.52,24.01,15.0,30.0,15.0
265,vacuum_downstairs,2,9.99,17.03,15.0,15.0,7.5
265,vacuum_downstairs,3,6.52,14.62,0.0,15.0,7.5
266,put_away_dishes,1,33.49,20.97,30.0,15.0,30.0
266,put_away_dishes,2,19.15,13.87,15.0,15.0,22.5
266,put_away_dishes,3,17.61,13.83,15.0,15.0,15.0
267,vacuum_downstairs,1,11.81,18.76,15.0,15.0,15.0
267,vacuum_downstairs,2,6.86,12.2,0.0,15.0,7.5
267,vacuum_downstairs,3,9.64,21.59,15.0,15.0,7.5
268,vacuum_downstairs,1,11.68,13.31,15.0,15.0,15.0
268,vacuum_downstairs,2,6.91,13.36,0.0,15.0,7.5
268,vacuum_downstairs,3,6.56,16.92,0.0,15.0,7.5
269,kitchen_surfaces,1,22.26,13.86,15.0,15.0,22.5
269,kitchen_surfaces,2,7.18,16.91,0.0,15.0,7.5
269,kitchen_surfaces,3,10.29,16.05,15.0,15.0,7.5
270,put_away_dishes,1,27.44,17.96,30.0,15.0,30.0
270,put_away_dishes,2,21.79,20.18,15.0,15.0,22.5
270,put_away_dishes,3,14.76,14.11,15.0,15.0,15.0
271,trash_recycling,1,48.76,22.24,45.0,15.0,45.0
271,trash_recycling,2,21.0,12.49,15.0,15.0,22.5
271,trash_recycling,3,22.4,16.91,15.0,15.0,22.5
272,trash_recycling,1,36.11,16.42,30.0,15.0,37.5
272,trash_recycling,2,21.98,14.42,15.0,15.0,22.5
272,trash_recycling,3,28.2,13.8,30.0,15.0,30.0
273,vacuum_downstairs,1,17.04,15.25,15.0,15.0,15.0
273,vacuum_downstairs,2,7.15,8.26,0.0,15.0,7.5
273,vacuum_downstairs,3,9.89,16.97,15.0,15.0,7.5
274,put_away_dishes,1,36.06,18.54,30.0,15.0,37.5
274,put_away_dishes,2,17.41,12.9,15.0,15.0,15.0
274,put_away_dishes,3,18.84,12.85,15.0,15.0,22.5
275,trash_recycling,1,33.46,15.49,30.0,15.0,30.0
275,trash_recycling,2,16.01,13.12,15.0,15.0,15.0
275,trash_recycling,3,20.92,16.45,15.0,15.0,22.5
276,kitchen_surfaces,1,19.9,18.86,15.0,15.0,22.5
276,kitchen_surfaces,2,10.07,12.66,15.0,15.0,7.5
276,kitchen_surfaces,3,10.61,13.43,15.0,15.0,7.5
277,put_away_dishes,1,29.94,20.66,30.0,15.0,30.0
277,put_away_dishes,2,14.37,13.22,15.0,15.0,15.0
277,put_away_dishes,3,11.85,13.02,15.0,15.0,15.0
278,put_away_dishes,1,27.23,14.2,30.0,15.0,30.0
278,put_away_dishes,2,17.98,16.34,15.0,15.0,15.0
278,put_away_dishes,3,17.89,21.49,15.0,15.0,15.0
279,vacuum_downstairs,1,11.98,19.94,15.0,15.0,15.0
279,vacuum_downstairs,2,6.59,15.07,0.0,15.0,7.5
279,vacuum_downstairs,3,9.14,13.67,15.0,15.0,7.5
280,put_away_dishes,1,29.52,19.12,30.0,15.0,30.0
280,put_away_dishes,2,13.62,16.11,15.0,15.0,15.0
280,put_away_dishes,3,15.95,10.89,15.0,15.0,15.0
281,vacuum_downstairs,1,16.66,26.72,15.0,30.0,15.0
281,vacuum_downstairs,2,7.96,15.26,15.0,15.0,7.5
281,vacuum_downstairs,3,8.96,10.8,15.0,15.0,7.5
282,vacuum_downstairs,1,15.92,18.29,15.0,15.0,15.0
282,vacuum_downstairs,2,6.59,12.5,0.0,15.0,7.5
282,vacuum_downstairs,3,6.44,11.66,0.0,15.0,7.5
283,kitchen_surfaces,1,14.38,12.34,15.0,15.0,15.0
283,kitchen_surfaces,2,9.29,7.07,15.0,0.0,7.5
283,kitchen_surfaces,3,10.15,13.56,15.0,15.0,7.5
284,clean_sink,1,7.19,2.85,0.0,0.0,7.5
284,clean_sink,2,3.55,3.97,0.0,0.0,0.0
284,clean_sink,3,3.45,3.92,0.0,0.0,0.0
285,trash_recycling,1,44.72,11.55,45.0,15.0,45.0
285,trash_recycling,2,29.38,9.45,30.0,15.0,30.0
285,trash_recycling,3,23.83,16.34,30.0,15.0,22.5
286,put_away_dishes,1,39.2,18.2,45.0,15.0,37.5
286,put_away_dishes,2,17.52,16.45,15.0,15.0,15.0
286,put_away_dishes,3,20.04,14.52,15.0,15.0,22.5
